roe,roa,debt_to_equity,current_ratio,operating_margin,net_margin,gross_margin,revenue_ttm,net_income,free_cash_flow,pe_ratio,market_cap,perf_1w,perf_1m,perf_3m,perf_6m,perf_ytd,perf_1y,ticker,nse_symbol,fetched_at
,,,,20.6143408347865,,,1535638247.4000003,,,,,-2.1479713603818684,-12.096272217995717,-15.716180371352785,-13.4785568413887,-14.347327987061126,-11.273996509598604,PIDILITIND.NS,PIDILITIND,2026-04-06
,,,,4.82468778829005,,,1800247382.0,,,,,-4.422927962819513,-16.628378378378372,-16.447724810400857,-9.743252139565492,-9.352042315603876,-8.32838038632986,VOLTAS.NS,VOLTAS,2026-04-06
25.8766562492317,16.125666635655,0.0210869318578316,1.8601623567761,12.8506251176594,,,2611423234.84,,,,,0.25210689332276887,-18.722261153935996,-10.229618163054695,-8.43421052631579,-8.61457649376231,33.74975975398809,POLYCAB.NS,POLYCAB,2026-04-06
27.4231900522922,5.80928594703853,3.9102270444245604,73.8178275793827,46.5861768386684,,,2366580650.56,,,,,0.24459078080903676,-3.2416235358212995,-19.068354430379742,-1.57635467980295,-15.906878863606467,35.05703422053232,MUTHOOTFIN.NS,MUTHOOTFIN,2026-04-06
,,,,32.6923064150292,,,3025557951.0,,,,,-0.5197657393850592,-18.335336538461533,-23.442253521126755,-16.117283950617278,-20.397164782379466,-5.958477508650513,CHOLAFIN.NS,CHOLAFIN,2026-04-06
,,,,28.8202458036935,,,1171077532.98,,,,,3.160405485986877,-2.6814175885992793,-16.1415414444983,-11.13013698630137,-16.303821964199326,10.717638023722163,MANAPPURAM.NS,MANAPPURAM,2026-04-06
,,,,26.1627730247159,,,3261978137.8,,,,,2.7,-1.25,-4.889794406371546,-10.007010164738874,-4.845733345687015,-10.695652173913043,LICHSGFIN.NS,LICHSGFIN,2026-04-06
,,,,5.9640738484025,,,6946079011.0,,,,,14.788587848932679,16.96732026143791,22.878330129085416,3.9256678281068527,17.898176451986924,7.6774969915764135,DMART.NS,DMART,2026-04-06
,,,,3.63874717304264,,,930287936.4000001,,,,,7.548291233283804,-2.189189189189184,-6.174074074074069,-2.677679600461006,-4.403773584905656,41.533046538912785,NYKAA.NS,NYKAA,2026-04-06
,,,,-3.79143988124691,,,787544600.0,,,,,0.07056451612903684,-5.376036602802389,-25.69054569952841,-19.878934624697333,-23.573793209638925,19.28622927180966,PAYTM.NS,PAYTM,2026-04-06
